Entry	Entry name	Protein names	Gene names	Cross-reference (RefSeq)
B8I0P2	B8I0P2_RUMCH	Uncharacterized protein	Ccel_1261	WP_015924766.1;
B8I5H9	B8I5H9_RUMCH	Uncharacterized protein	Ccel_2382	
B8I793	B8I793_RUMCH	Uncharacterized protein	Ccel_0636	WP_015924186.1;
B8I1F0	B8I1F0_RUMCH	FMN-binding domain protein	Ccel_1394	WP_015924894.1;
B8I4Q4	B8I4Q4_RUMCH	Uncharacterized protein	Ccel_2216	WP_015925651.1;
B8I531	B8I531_RUMCH	Uncharacterized protein	Ccel_0224	WP_012634676.1;
B8I4I2	B8I4I2_RUMCH	Putative sensor with HAMP domain	Ccel_0148	WP_012634602.1;
B8I3L8	B8I3L8_RUMCH	Uncharacterized protein	Ccel_2015	WP_015925463.1;
B8I8L7	B8I8L7_RUMCH	Uncharacterized protein	Ccel_0878	WP_015924410.1;
B8I0D5	B8I0D5_RUMCH	Uncharacterized protein	Ccel_3170	WP_015926519.1;
B8I292	B8I292_RUMCH	L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4)	Ccel_3467	WP_015926807.1;
B8HZW5	B8HZW5_RUMCH	Tail Collar domain protein	Ccel_1106	WP_015924621.1;
B8I5Y6	B8I5Y6_RUMCH	Metal-dependent protein hydrolase	Ccel_0419	WP_012634865.1;
B8I5S4	B8I5S4_RUMCH	Uncharacterized protein	Ccel_0356	WP_012634805.1;
B8I1L5	B8I1L5_RUMCH	Putative PAS/PAC sensor protein	Ccel_3361	WP_015926702.1;
B8I6Z5	B8I6Z5_RUMCH	zf-trcl domain-containing protein	Ccel_2664	WP_015926071.1;
B8I141	B8I141_RUMCH	Phage protein	Ccel_3308	WP_015926651.1;
B8I7B9	B8I7B9_RUMCH	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	aroE Ccel_0663	WP_015924212.1;
B8I110	B8I110_RUMCH	Uncharacterized protein	Ccel_3277	WP_015926624.1;
B8I8A2	B8I8A2_RUMCH	Transcriptional regulator, CdaR	Ccel_2908	WP_015926269.1;
B8I7N8	B8I7N8_RUMCH	Recombinase	Ccel_2815	WP_015926180.1;
B8I0X7	B8I0X7_RUMCH	Binding-protein-dependent transport systems inner membrane component	Ccel_3244	
B8I2P3	B8I2P3_RUMCH	Uncharacterized protein	Ccel_1685	
B8I379	B8I379_RUMCH	Uncharacterized protein	Ccel_1874	WP_015925327.1;
B8I120	B8I120_RUMCH	Uncharacterized protein	Ccel_3287	WP_015926632.1;
B8I0U2	B8I0U2_RUMCH	Uncharacterized protein	Ccel_3208	WP_015926556.1;
B8I2V7	B8I2V7_RUMCH	Serine-type D-Ala-D-Ala carboxypeptidase (EC 3.4.16.4)	Ccel_1749	WP_015925215.1;
B8I9F9	B8I9F9_RUMCH	Transcriptional regulator, TetR family	Ccel_1059	
B8I4N3	B8I4N3_RUMCH	Uncharacterized protein	Ccel_2195	WP_015925632.1;
B8I8S7	B8I8S7_RUMCH	Uncharacterized protein	Ccel_2965	WP_015926323.1;
B8I7M2	B8I7M2_RUMCH	Peptidase_C39_2 domain-containing protein	Ccel_2796	WP_015926165.1;
B8I6M7	B8I6M7_RUMCH	Protein-export membrane protein SecF	secF Ccel_0537	WP_015924091.1;
B8I2G6	B8I2G6_RUMCH	Electron transfer flavoprotein alpha subunit	Ccel_1607	WP_015925075.1;
B8I5T6	B8I5T6_RUMCH	NTP_transferase domain-containing protein	Ccel_0368	WP_012634817.1;
B8I1Q5	B8I1Q5_RUMCH	Glutamate racemase (EC 5.1.1.3)	murI Ccel_3402	WP_015926742.1;
B8I3S7	B8I3S7_RUMCH	Pyruvate flavodoxin/ferredoxin oxidoreductase domain protein	Ccel_0016	WP_012634471.1;
B8I6W9	B8I6W9_RUMCH	Uncharacterized protein	Ccel_2634	WP_015926045.1;
B8I880	B8I880_RUMCH	Methyl-accepting chemotaxis sensory transducer	Ccel_2886	WP_015926248.1;
B8I6N4	B8I6N4_RUMCH	GTP cyclohydrolase 1 type 2 homolog	Ccel_0544	WP_015924098.1;
B8I825	B8I825_RUMCH	Phage head-tail adaptor	Ccel_2831	
B8I8R3	B8I8R3_RUMCH	Alkaline phosphatase	Ccel_0930	
B8I8G6	B8I8G6_RUMCH	Ribose ABC transporter permease component	Ccel_0821	WP_015924361.1;
B8I217	B8I217_RUMCH	Uncharacterized protein	Ccel_1490	WP_015924984.1;
B8I116	B8I116_RUMCH	Uncharacterized protein	Ccel_3283	WP_015926629.1;
B8I6W6	B8I6W6_RUMCH	Uncharacterized protein	Ccel_2631	WP_015926042.1;
B8I0B2	B8I0B2_RUMCH	Uncharacterized protein	Ccel_3147	
B8I7T3	B8I7T3_RUMCH	UPF0109 protein Ccel_0711	Ccel_0711	
B8I8N4	B8I8N4_RUMCH	Uncharacterized protein	Ccel_0895	WP_015924427.1;
B8I3R6	B8I3R6_RUMCH	Uncharacterized protein	Ccel_0005	WP_012634460.1;
B8I3Z6	B8I3Z6_RUMCH	Uncharacterized protein	Ccel_2084	WP_015925531.1;
B8I1C1	B8I1C1_RUMCH	LytR_C domain-containing protein	Ccel_1365	WP_015924867.1;
B8I0S7	B8I0S7_RUMCH	Uncharacterized protein	Ccel_1297	WP_015924800.1;
B8I3C6	B8I3C6_RUMCH	Uncharacterized protein	Ccel_1921	WP_015925373.1;
B8I7A4	B8I7A4_RUMCH	Uncharacterized protein	Ccel_0647	WP_015924197.1;
B8I371	B8I371_RUMCH	Endo-1,4-beta-xylanase (EC 3.2.1.8)	Ccel_1866	WP_015925319.1;
B8I0Z6	B8I0Z6_RUMCH	Transcription activator effector binding	Ccel_3263	WP_015926610.1;
B8I1E6	B8I1E6_RUMCH	Pyruvate ferredoxin/flavodoxin oxidoreductase	Ccel_1390	WP_015924890.1;
B8I6Y8	B8I6Y8_RUMCH	Histidine kinase (EC 2.7.13.3)	Ccel_2657	WP_015926064.1;
B8I7D5	B8I7D5_RUMCH	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5) (Phosphatidylglycerophosphate synthase)	Ccel_0679	WP_015924228.1;
B8I6C3	B8I6C3_RUMCH	Penicillin-binding protein 2	Ccel_2560	WP_015925975.1;
B8I796	B8I796_RUMCH	DNA repair photolyase-like protein	Ccel_0639	WP_015924189.1;
B8I622	B8I622_RUMCH	Extracellular solute-binding protein family 1	Ccel_2458	WP_015925876.1;
B8I5T0	B8I5T0_RUMCH	Cytochrome b5	Ccel_0362	WP_012634811.1;
B8I4X6	B8I4X6_RUMCH	HPr kinase/phosphorylase (HPrK/P) (EC 2.7.11.-) (EC 2.7.4.-) (HPr(Ser) kinase/phosphorylase)	hprK Ccel_2293	WP_015925722.1;
B8I9A4	B8I9A4_RUMCH	Glycoside hydrolase family 4	Ccel_1002	WP_015924521.1;
B8I065	B8I065_RUMCH	Rod-binding domain-containing protein	Ccel_3099	WP_015926449.1;
B8I5H4	B8I5H4_RUMCH	Beta-ketoacyl synthase	Ccel_2377	WP_015925799.1;
B8I1H6	B8I1H6_RUMCH	Uncharacterized protein	Ccel_1420	WP_015924919.1;
B8I4E0	B8I4E0_RUMCH	Flagellar secretion chaperone FliS	Ccel_0106	WP_012634560.1;
B8I7C4	B8I7C4_RUMCH	Pyruvate ferredoxin/flavodoxin oxidoreductase	Ccel_0668	
B8I934	B8I934_RUMCH	Uncharacterized protein	Ccel_3074	
B8I2L7	B8I2L7_RUMCH	Histidine kinase (EC 2.7.13.3)	Ccel_1659	WP_015925126.1;
B8I6L3	B8I6L3_RUMCH	Germination protein, Ger(X)C family	Ccel_0523	
B8I4G7	B8I4G7_RUMCH	Uncharacterized protein	Ccel_0133	WP_012634587.1;
B8I4M0	B8I4M0_RUMCH	Uncharacterized protein	Ccel_0187	WP_012634639.1;
B8I4E1	B8I4E1_RUMCH	FlgN family protein	Ccel_0107	WP_012634561.1;
B8I270	B8I270_RUMCH	Transposase IS116/IS110/IS902 family protein	Ccel_1544	WP_015925036.1;
B8I4V0	B8I4V0_RUMCH	ABC-type bacteriocin transporter	Ccel_2265	WP_015925696.1;
B8I8R2	B8I8R2_RUMCH	Yip1 domain-containing protein	Ccel_0929	WP_015924452.1;
B8I837	B8I837_RUMCH	Methionine adenosyltransferase (EC 2.5.1.6)	Ccel_2843	
B8I5D2	B8I5D2_RUMCH	Uncharacterized protein	Ccel_2332	WP_015925760.1;
B8HZX6	B8HZX6_RUMCH	Major facilitator superfamily MFS_1	Ccel_1118	WP_015924632.1;
B8I7W6	B8I7W6_RUMCH	Heavy metal transport/detoxification protein	Ccel_0745	
B8I4A7	B8I4A7_RUMCH	Uncharacterized protein	Ccel_0073	WP_012634527.1;
B8I3D1	B8I3D1_RUMCH	M18 family aminopeptidase (EC 3.4.11.-)	Ccel_1926	WP_015925378.1;
B8I224	B8I224_RUMCH	Uncharacterized protein	Ccel_1498	WP_015924991.1;
B8HZU9	B8HZU9_RUMCH	Carrier domain-containing protein	Ccel_1090	WP_015924605.1;
B8I7N0	B8I7N0_RUMCH	Nucleotide sugar dehydrogenase	Ccel_2807	WP_015926173.1;
B8I201	B8I201_RUMCH	tRNA 5-hydroxyuridine methyltransferase (EC 2.1.1.-) (ho5U methyltransferase)	trmR Ccel_1473	WP_015924969.1;
B8I1M3	B8I1M3_RUMCH	NADH ubiquinone oxidoreductase 20 kDa subunit	Ccel_3369	WP_015926710.1;
B8I6V7	B8I6V7_RUMCH	Glucanase (EC 3.2.1.-)	Ccel_2621	WP_015926035.1;
B8I7B3	B8I7B3_RUMCH	Uncharacterized protein	Ccel_0657	WP_015924206.1;
B8I3P7	B8I3P7_RUMCH	Basal-body rod modification protein FlgD	Ccel_2044	WP_015925492.1;
B8I1H9	B8I1H9_RUMCH	Cyclic nucleotide-binding protein	Ccel_1423	WP_015924922.1;
B8I723	B8I723_RUMCH	Peptidase M24	Ccel_0565	WP_015924119.1;
B8I7F7	B8I7F7_RUMCH	Uncharacterized protein	Ccel_2717	WP_015926100.1;
B8I4Z9	B8I4Z9_RUMCH	NADPH-dependent FMN reductase	Ccel_0192	WP_012634644.1;
B8I595	B8I595_RUMCH	Uncharacterized protein	Ccel_0288	WP_012634740.1;
B8I5D6	B8I5D6_RUMCH	Uncharacterized protein	Ccel_2336	WP_015925764.1;
B8I1M8	B8I1M8_RUMCH	Uncharacterized protein	Ccel_3374	WP_015926715.1;
B8I7K8	B8I7K8_RUMCH	SpoVG family protein	Ccel_2781	WP_015926151.1;
B8I1R6	B8I1R6_RUMCH	ABC-3 protein	Ccel_3413	WP_015926753.1;
B8I2B0	B8I2B0_RUMCH	tRNA modification GTPase MnmE (EC 3.6.-.-)	mnmE trmE Ccel_3486	WP_015926825.1;
B8HZW1	B8HZW1_RUMCH	4Fe-4S ferredoxin iron-sulfur binding domain protein	Ccel_1102	WP_015924617.1;
B8HZS8	B8HZS8_RUMCH	Cytochrome b5	Ccel_1069	WP_015924584.1;
B8I899	B8I899_RUMCH	Peptidase M23	Ccel_2905	WP_015926266.1;
B8I8J5	B8I8J5_RUMCH	FtsX domain-containing protein	Ccel_0856	WP_015924388.1;
B8I6K6	B8I6K6_RUMCH	Uncharacterized protein	Ccel_0516	WP_012634960.1;
B8I6B3	B8I6B3_RUMCH	Uncharacterized protein	Ccel_2550	
B8I225	B8I225_RUMCH	AAA ATPase central domain protein	Ccel_1499	WP_015924992.1;
B8I3W6	B8I3W6_RUMCH	30S ribosomal protein S6	rpsF Ccel_0055	WP_012634510.1;
B8I870	B8I870_RUMCH	Penicillin-binding protein 1A (EC 2.4.1.129) (EC 3.4.16.4)	Ccel_2876	WP_015926238.1;
B8I5L6	B8I5L6_RUMCH	Hydro-lyase, Fe-S type, tartrate/fumarate subfamily, alpha subunit	Ccel_2422	WP_015925841.1;
B8I3P0	B8I3P0_RUMCH	Stage 0 sporulation protein A homolog	Ccel_2037	WP_015925485.1;
B8I7W1	B8I7W1_RUMCH	Cellulase (EC 3.2.1.4)	Ccel_0740	WP_015924285.1;
B8I4Y2	B8I4Y2_RUMCH	Protein serine/threonine phosphatase	Ccel_2299	WP_015925728.1;
B8I3P9	B8I3P9_RUMCH	Uncharacterized protein	Ccel_2046	WP_015925494.1;
B8I8K8	B8I8K8_RUMCH	PKS_DH domain-containing protein	Ccel_0869	WP_015924401.1;
B8I078	B8I078_RUMCH	Uncharacterized protein	Ccel_3113	
B8I1J7	B8I1J7_RUMCH	Small acid-soluble spore protein alpha/beta type	Ccel_3343	WP_015926684.1;
B8I4U5	B8I4U5_RUMCH	Multifunctional fusion protein [Includes: Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase); Phosphoglycerate kinase (EC 2.7.2.3)]	tpiA pgk Ccel_2260	
B8I0S2	B8I0S2_RUMCH	Uncharacterized protein	Ccel_1291	WP_015924796.1;
B8I7P4	B8I7P4_RUMCH	Uncharacterized protein	Ccel_2821	WP_015926186.1;
B8I477	B8I477_RUMCH	Adenosylhomocysteinase (EC 3.3.1.1) (S-adenosyl-L-homocysteine hydrolase) (AdoHcyase)	ahcY Ccel_2168	WP_015925605.1;
B8I696	B8I696_RUMCH	Meso-diaminopimelate D-dehydrogenase (DAPDH) (Meso-DAP dehydrogenase) (EC 1.4.1.16)	Ccel_2533	WP_015925950.1;
B8I193	B8I193_RUMCH	Uncharacterized protein	Ccel_1337	WP_015924839.1;
B8I029	B8I029_RUMCH	Transcriptional regulator, AraC family	Ccel_1172	WP_015924682.1;
B8I706	B8I706_RUMCH	Transcriptional regulator, AraC family	Ccel_2678	WP_015926080.1;
B8I183	B8I183_RUMCH	4Fe-4S ferredoxin iron-sulfur binding domain protein	Ccel_1327	
B8I3C2	B8I3C2_RUMCH	Putative ABC transporter, peremase protein	Ccel_1917	WP_015925369.1;
B8I0G8	B8I0G8_RUMCH	Periplasmic binding protein	Ccel_3204	WP_015926552.1;
B8I4J9	B8I4J9_RUMCH	Nucleoside recognition domain protein	Ccel_0165	WP_012634618.1;
B8I0I0	B8I0I0_RUMCH	Uncharacterized protein	Ccel_1198	WP_015924707.1;
B8I4M8	B8I4M8_RUMCH	ROK family protein	Ccel_2190	WP_015925627.1;
B8I025	B8I025_RUMCH	Rubrerythrin	Ccel_1168	
B8I5Z8	B8I5Z8_RUMCH	Uncharacterized protein	Ccel_0432	WP_012634877.1;
B8I5Z4	B8I5Z4_RUMCH	Glycoside hydrolase family 5	Ccel_0428	WP_012634873.1;
B8I137	B8I137_RUMCH	Primase 2	Ccel_3304	WP_015926647.1;
B8I2K6	B8I2K6_RUMCH	Cellulase (EC 3.2.1.4)	Ccel_1648	WP_015925115.1;
B8I791	B8I791_RUMCH	Flavodoxin_5 domain-containing protein	Ccel_0634	WP_015924184.1;
B8I2K4	B8I2K4_RUMCH	Putative sensor with HAMP domain	Ccel_1646	WP_015925113.1;
B8I3C0	B8I3C0_RUMCH	Stage III sporulation protein AB	Ccel_1915	WP_015925367.1;
B8I7B5	B8I7B5_RUMCH	GCN5-related N-acetyltransferase	Ccel_0659	WP_015924208.1;
B8I8T5	B8I8T5_RUMCH	Uncharacterized protein	Ccel_2973	
B8I845	B8I845_RUMCH	Uncharacterized protein	Ccel_2851	WP_015926216.1;
B8I6Z2	B8I6Z2_RUMCH	Transport system permease protein	Ccel_2661	WP_015926068.1;
B8I7B4	B8I7B4_RUMCH	Uncharacterized protein	Ccel_0658	WP_015924207.1;
B8I889	B8I889_RUMCH	Uncharacterized protein	Ccel_2895	WP_015926256.1;
B8I8X5	B8I8X5_RUMCH	Germination protein, Ger(X)C family	Ccel_3013	WP_015926366.1;
B8I8Y6	B8I8Y6_RUMCH	Uncharacterized protein	Ccel_3026	WP_015926377.1;
B8I904	B8I904_RUMCH	Putative phage major capsid protein	Ccel_3044	WP_015926395.1;
B8I560	B8I560_RUMCH	Uncharacterized protein	Ccel_0253	WP_012634705.1;
B8I3B4	B8I3B4_RUMCH	Uncharacterized protein	Ccel_1909	WP_015925362.1;
B8I8C5	B8I8C5_RUMCH	Uncharacterized protein	Ccel_2931	WP_015926292.1;
B8I8E7	B8I8E7_RUMCH	Uncharacterized protein	Ccel_2953	WP_015926312.1;
B8I472	B8I472_RUMCH	Uncharacterized protein	Ccel_2163	
B8I8V1	B8I8V1_RUMCH	Uncharacterized protein	Ccel_2989	WP_015926342.1;
B8HZU6	B8HZU6_RUMCH	DUF43 domain-containing protein	Ccel_1087	
B8I5E3	B8I5E3_RUMCH	Beta-lactamase	Ccel_2343	WP_015925771.1;
B8I563	B8I563_RUMCH	Zinc/iron permease	Ccel_0256	WP_012634708.1;
B8I3T1	B8I3T1_RUMCH	Uncharacterized protein	Ccel_0020	WP_012634475.1;
B8I5K0	B8I5K0_RUMCH	Uncharacterized protein	Ccel_2406	WP_015925825.1;
B8I8Q6	B8I8Q6_RUMCH	DNA topoisomerase 3 (EC 5.6.2.1) (DNA topoisomerase III)	topB Ccel_0922	WP_015924446.1;
B8I3Z1	B8I3Z1_RUMCH	Uncharacterized protein	Ccel_2079	WP_015925526.1;
B8I3L7	B8I3L7_RUMCH	Uncharacterized protein	Ccel_2014	WP_015925462.1;
B8I3E2	B8I3E2_RUMCH	Copper amine oxidase domain protein	Ccel_1937	WP_015925389.1;
B8I069	B8I069_RUMCH	Small GTP-binding protein	Ccel_3103	WP_015926453.1;
B8I8J3	B8I8J3_RUMCH	[Acyl-carrier-protein] S-malonyltransferase (EC 2.3.1.39)	Ccel_0854	WP_015924386.1;
B8I0X4	B8I0X4_RUMCH	Uncharacterized protein	Ccel_3241	WP_015926588.1;
B8I7I0	B8I7I0_RUMCH	Cu_amine_oxidN1 domain-containing protein	Ccel_2744	WP_015926123.1;
B8I6S7	B8I6S7_RUMCH	Aspartate-semialdehyde dehydrogenase	Ccel_2591	WP_015926006.1;
B8I040	B8I040_RUMCH	Cobalt ABC transporter, inner membrane subunit CbiQ	Ccel_1183	WP_015924693.1;
B8I4Y1	B8I4Y1_RUMCH	Transposase IS605 OrfB	Ccel_2298	WP_015925727.1;
B8I953	B8I953_RUMCH	HI0933 family protein	Ccel_0950	WP_015924470.1;
B8I0R6	B8I0R6_RUMCH	Precorrin-8X methylmutase CbiC/CobH	Ccel_1285	WP_015924790.1;
B8I6J8	B8I6J8_RUMCH	Uncharacterized protein	Ccel_0508	
B8I9F2	B8I9F2_RUMCH	Methyltransferase type 12	Ccel_1052	WP_015924568.1;
B8I281	B8I281_RUMCH	Phosphoesterase PA-phosphatase related	Ccel_1555	WP_015925047.1;
B8I6F8	B8I6F8_RUMCH	Efflux transporter, RND family, MFP subunit	Ccel_0468	WP_012634912.1;
B8I2I5	B8I2I5_RUMCH	AMP-dependent synthetase and ligase	Ccel_1626	WP_015925094.1;
B8I6F4	B8I6F4_RUMCH	Hydrogenase expression/formation protein HypD	Ccel_0464	WP_012634908.1;
B8I5J1	B8I5J1_RUMCH	Major facilitator superfamily MFS_1	Ccel_2394	WP_015925816.1;
B8I4V1	B8I4V1_RUMCH	Uncharacterized protein	Ccel_2266	WP_015925697.1;
B8I6R4	B8I6R4_RUMCH	Uncharacterized protein	Ccel_2578	WP_015925993.1;
B8I1A1	B8I1A1_RUMCH	Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)	argG Ccel_1345	WP_015924847.1;
B8I389	B8I389_RUMCH	PsbP domain-containing protein	Ccel_1884	WP_015925337.1;
B8I0N6	B8I0N6_RUMCH	Alpha-L-arabinofuranosidase domain protein	Ccel_1255	WP_015924760.1;
B8I2W2	B8I2W2_RUMCH	Ribonuclease H (RNase H) (EC 3.1.26.4)	rnhA Ccel_1754	WP_015925220.1;
B8I7M3	B8I7M3_RUMCH	Uncharacterized protein	Ccel_2797	WP_015926166.1;
B8HZY5	B8HZY5_RUMCH	Uncharacterized protein	Ccel_1127	WP_015924641.1;
B8HZV4	B8HZV4_RUMCH	Mtd_N domain-containing protein	Ccel_1095	WP_015924610.1;
B8I5Q8	B8I5Q8_RUMCH	Uncharacterized protein	Ccel_0339	WP_012634789.1;
B8I873	B8I873_RUMCH	Elongation factor G	Ccel_2879	WP_015926241.1;
B8I411	B8I411_RUMCH	CheW protein	Ccel_2099	WP_015925545.1;
B8I2I4	B8I2I4_RUMCH	Acyl-CoA dehydrogenase domain protein	Ccel_1625	WP_015925093.1;
B8I1B1	B8I1B1_RUMCH	Uncharacterized protein	Ccel_1355	WP_015924857.1;
B8I6Y2	B8I6Y2_RUMCH	Transglutaminase domain protein	Ccel_2650	WP_015926058.1;
B8I7W3	B8I7W3_RUMCH	SGNH_hydro domain-containing protein	Ccel_0742	
B8I954	B8I954_RUMCH	Uncharacterized protein	Ccel_0951	WP_015924471.1;
B8I311	B8I311_RUMCH	Deoxyguanosinetriphosphate triphosphohydrolase	Ccel_1804	WP_015925269.1;
B8I3J0	B8I3J0_RUMCH	Inner-membrane translocator	Ccel_1985	WP_015925437.1;
B8I8G7	B8I8G7_RUMCH	Uncharacterized protein	Ccel_0822	WP_015924362.1;
B8I1B5	B8I1B5_RUMCH	4Fe-4S ferredoxin iron-sulfur binding domain protein	Ccel_1359	WP_015924861.1;
B8I235	B8I235_RUMCH	Rhs element Vgr protein	Ccel_1509	WP_015925002.1;
B8I2J4	B8I2J4_RUMCH	NusG antitermination factor	Ccel_1636	WP_015925103.1;
B8I856	B8I856_RUMCH	Putative RNA polymerase, sigma 28 subunit, FliA/WhiG subfamily	Ccel_2862	
B8I4H8	B8I4H8_RUMCH	Binding-protein-dependent transport systems inner membrane component	Ccel_0144	WP_012634598.1;
B8I7X7	B8I7X7_RUMCH	Glutamine-rich	Ccel_0756	WP_015924300.1;
B8I3G3	B8I3G3_RUMCH	Uncharacterized protein	Ccel_1958	WP_015925410.1;
B8I6Q2	B8I6Q2_RUMCH	Negative regulator of genetic competence	Ccel_2566	WP_015925981.1;
B8I1D7	B8I1D7_RUMCH	Uncharacterized protein	Ccel_1381	WP_015924881.1;
B8I2W9	B8I2W9_RUMCH	Peptidase M42 family protein	Ccel_1761	
B8I4R1	B8I4R1_RUMCH	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase (EC 2.7.1.90) (6-phosphofructokinase, pyrophosphate dependent) (PPi-dependent phosphofructokinase) (PPi-PFK) (Pyrophosphate-dependent 6-phosphofructose-1-kinase)	pfp Ccel_2223	WP_015925658.1;
B8I977	B8I977_RUMCH	Acyl transferase	Ccel_0975	WP_015924494.1;
B8I230	B8I230_RUMCH	Uncharacterized protein	Ccel_1504	
B8I0S8	B8I0S8_RUMCH	Cellulase (EC 3.2.1.4)	Ccel_1298	WP_015924801.1;
B8I3B1	B8I3B1_RUMCH	Uncharacterized protein	Ccel_1906	WP_015925359.1;
B8I2Z0	B8I2Z0_RUMCH	Rubrerythrin family protein	Ccel_1782	WP_015925248.1;
B8I4K3	B8I4K3_RUMCH	Uncharacterized protein	Ccel_0169	WP_012634622.1;
B8I448	B8I448_RUMCH	Phosphate acetyltransferase (EC 2.3.1.8)	Ccel_2137	WP_015925579.1;
B8I4N4	B8I4N4_RUMCH	DUF4157 domain-containing protein	Ccel_2196	
B8I7F1	B8I7F1_RUMCH	Uncharacterized protein	Ccel_2711	WP_015926094.1;
B8I611	B8I611_RUMCH	Peptidase M16 domain protein	Ccel_2447	WP_015925865.1;
B8I0D6	B8I0D6_RUMCH	Uncharacterized protein	Ccel_3171	WP_015926520.1;
B8I4A8	B8I4A8_RUMCH	Uncharacterized protein	Ccel_0074	WP_012634528.1;
B8I151	B8I151_RUMCH	Integrase family protein	Ccel_3318	WP_015926659.1;
B8HZW6	B8HZW6_RUMCH	NADH:flavin oxidoreductase/NADH oxidase	Ccel_1107	
B8I3S3	B8I3S3_RUMCH	HAD-superfamily hydrolase, subfamily IA, variant 1	Ccel_0012	WP_012634467.1;
B8I690	B8I690_RUMCH	Transcriptional regulator, TetR family	Ccel_2527	WP_015925944.1;
B8I0K0	B8I0K0_RUMCH	Phenylacetate-coenzyme A ligase (EC 6.2.1.30) (Phenylacetyl-CoA ligase)	Ccel_1218	WP_015924725.1;
B8I6D4	B8I6D4_RUMCH	Uridylate kinase (UK) (EC 2.7.4.22) (Uridine monophosphate kinase) (UMP kinase) (UMPK)	pyrH Ccel_0444	WP_012634888.1;
B8I2P5	B8I2P5_RUMCH	NADH dehydrogenase (Ubiquinone) 30 kDa subunit	Ccel_1687	WP_015925153.1;
B8I9D3	B8I9D3_RUMCH	Glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase) (Glycerokinase) (GK)	glpK Ccel_1031	WP_015924549.1;
B8I6X0	B8I6X0_RUMCH	RNA polymerase, sigma-24 subunit, ECF subfamily	Ccel_2635	WP_015926046.1;
B8I0P5	B8I0P5_RUMCH	Dihydroxy-acid and 6-phosphogluconate dehydratase	Ccel_1264	WP_015924769.1;
B8I1A9	B8I1A9_RUMCH	dITP/XTP pyrophosphatase (EC 3.6.1.66) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	Ccel_1353	WP_015924855.1;
B8I3X8	B8I3X8_RUMCH	Cell division protein FtsA	ftsA Ccel_2065	WP_015925513.1;
B8I187	B8I187_RUMCH	7,8-dihydroneopterin aldolase (EC 4.1.2.25)	Ccel_1331	WP_015924833.1;
B8I1W3	B8I1W3_RUMCH	AAA ATPase	Ccel_1435	WP_015924933.1;
B8I5W2	B8I5W2_RUMCH	IMP dehydrogenase/GMP reductase	Ccel_0394	WP_012634842.1;
B8I0K5	B8I0K5_RUMCH	ABC transporter related	Ccel_1224	
B8I2B4	B8I2B4_RUMCH	Ribonuclease P protein component (RNase P protein) (RNaseP protein) (EC 3.1.26.5) (Protein C5)	rnpA Ccel_3490	WP_015926829.1;
B8I875	B8I875_RUMCH	Prephenate dehydrogenase (EC 1.3.1.12)	Ccel_2881	WP_015926243.1;
B8I1M5	B8I1M5_RUMCH	NADH/Ubiquinone/plastoquinone (Complex I)	Ccel_3371	WP_015926712.1;
B8I356	B8I356_RUMCH	Cof-like hydrolase	Ccel_1851	WP_015925304.1;
B8I5R2	B8I5R2_RUMCH	ABC transporter related	Ccel_0343	WP_012634793.1;
B8I2J1	B8I2J1_RUMCH	ABC transporter related	Ccel_1633	
B8I7U5	B8I7U5_RUMCH	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase)	Ccel_0723	WP_015924269.1;
B8I0Q0	B8I0Q0_RUMCH	ABC transporter ATP-binding protein	Ccel_1269	WP_015924774.1;
B8I0E9	B8I0E9_RUMCH	Aminotransferase class I and II	Ccel_3185	WP_015926533.1;
B8I5N2	B8I5N2_RUMCH	DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta)	rpoB Ccel_0312	WP_012634764.1;
B8I8C8	B8I8C8_RUMCH	Cell cycle protein	Ccel_2934	WP_015926295.1;
B8I7G6	B8I7G6_RUMCH	Type I restriction enzyme R Protein (EC 3.1.21.3)	Ccel_2726	WP_015926109.1;
B8I6I4	B8I6I4_RUMCH	AMP-dependent synthetase and ligase	Ccel_0494	WP_012634938.1;
B8I851	B8I851_RUMCH	HNH endonuclease	Ccel_2857	WP_015926220.1;
B8I3P5	B8I3P5_RUMCH	Flagellar hook protein FlgE	Ccel_2042	WP_015925490.1;
B8I2Q4	B8I2Q4_RUMCH	DNA mismatch repair protein MutL	mutL Ccel_1696	WP_015925162.1;
B8I2J8	B8I2J8_RUMCH	Sugar-phosphate isomerase, RpiB/LacA/LacB family	Ccel_1640	WP_015925107.1;
B8I3V9	B8I3V9_RUMCH	Binding-protein-dependent transport systems inner membrane component	Ccel_0048	WP_012634503.1;
